rally,ball_round,time,frame_num,roundscore_A,roundscore_B,player,server,type,aroundhead,backhand,hit_height,hit_area,hit_x,hit_y,landing_height,landing_area,landing_x,landing_y,lose_reason,win_reason,getpoint_player,flaw,player_location_area,player_location_x,player_location_y,opponent_location_area,opponent_location_x,opponent_location_y,db
4,7.0,00:01:19,2379.0,1,3,B,2,挑球,,1.0,2.0,2.0,396.0,561.0,1.0,4,782.0,424.0,,,,,6,412.0,592.0,8,571.0,453.0,0
4,8.0,00:01:20,2418.0,1,3,A,2,長球,1.0,,1.0,4.0,782.0,424.0,1.0,3,804.0,696.0,,,,,9,696.0,432.0,8,592.0,595.0,0
4,9.0,00:01:21,2453.0,1,3,B,2,切球,,,1.0,3.0,804.0,696.0,2.0,5,492.0,482.0,,,,,8,751.0,684.0,8,669.0,451.0,0
4,10.0,00:01:22,2479.0,1,3,A,2,挑球,,,2.0,5.0,492.0,482.0,1.0,5,801.0,679.0,,,,,8,540.0,477.0,8,657.0,657.0,0
4,11.0,00:01:23,2514.0,1,3,B,2,後場抽平球,,,1.0,5.0,801.0,679.0,1.0,6,804.0,463.0,,,,,8,696.0,679.0,8,616.0,460.0,0
4,12.0,00:01:24,2529.0,1,3,A,2,過度切球,,1.0,1.0,6.0,804.0,463.0,2.0,1,808.0,580.0,,,,,8,660.0,458.0,8,648.0,672.0,0
4,13.0,00:01:25,2554.0,1,3,B,2,挑球,,,2.0,1.0,808.0,580.0,1.0,3,480.0,432.0,,,,,7,756.0,592.0,8,724.0,453.0,0
4,14.0,00:01:26,2590.0,1,3,A,2,後場抽平球,,,1.0,3.0,480.0,432.0,1.0,6,357.0,655.0,,,,,9,540.0,436.0,8,609.0,609.0,0
4,15.0,00:01:27,2623.0,1,3,B,2,長球,1.0,,1.0,6.0,357.0,655.0,1.0,3,499.0,427.0,,,,,8,446.0,652.0,8,580.0,448.0,0
4,16.0,00:01:29,2677.0,1,3,A,2,切球,,,1.0,3.0,499.0,427.0,2.0,2,381.0,568.0,,,,,3,504.0,427.0,8,568.0,636.0,0
4,17.0,00:01:30,2701.0,1,3,B,2,勾球,,1.0,2.0,2.0,381.0,568.0,2.0,2,801.0,496.0,,,,,6,422.0,597.0,8,556.0,451.0,0
4,18.0,00:01:31,2730.0,1,3,A,2,挑球,,1.0,2.0,2.0,801.0,496.0,1.0,8,489.0,676.0,,,,,8,748.0,484.0,8,568.0,614.0,0
4,19.0,00:01:32,2771.0,1,3,B,2,長球,1.0,,1.0,8.0,489.0,676.0,1.0,4,801.0,427.0,,,,,8,580.0,657.0,8,614.0,456.0,0
4,20.0,00:01:33,2813.0,1,3,A,2,殺球,1.0,,1.0,4.0,801.0,427.0,2.0,5,816.0,616.0,,,,,9,756.0,434.0,8,624.0,640.0,0
4,21.0,00:01:34,2834.0,1,3,B,2,勾球,,,2.0,5.0,816.0,616.0,2.0,7,516.0,496.0,,,,,8,756.0,628.0,9,748.0,434.0,0
4,22.0,00:01:35,2863.0,1,3,A,2,放小球,,,2.0,7.0,516.0,496.0,2.0,2,441.0,556.0,,,,,8,552.0,477.0,8,631.0,609.0,0
4,23.0,00:01:36,2889.0,1,3,B,2,挑球,,1.0,2.0,2.0,441.0,556.0,1.0,4,801.0,427.0,,,,,7,480.0,564.0,8,549.0,489.0,0
4,24.0,00:01:38,2952.0,1,3,A,2,長球,1.0,,1.0,4.0,801.0,427.0,1.0,9,741.0,698.0,,,,,9,756.0,427.0,8,638.0,604.0,0
4,25.0,00:01:39,2989.0,1,3,B,2,殺球,,,1.0,9.0,741.0,698.0,2.0,6,804.0,453.0,,,,,8,684.0,662.0,8,679.0,446.0,0
4,26.0,00:01:40,3002.0,1,3,A,2,擋小球,,1.0,2.0,6.0,804.0,453.0,1.0,1,844.0,585.0,,,,,8,628.0,460.0,9,715.0,705.0,0
4,27.0,00:01:41,3030.0,1,3,B,3,勾球,,,1.0,1.0,844.0,585.0,2.0,1,424.0,511.0,對手落地致勝,落地致勝,B,,5,777.0,600.0,8,696.0,475.0,0
5,1.0,00:02:02,3674.0,2,3,B,1,發短球,,1.0,2.0,,,,2.0,8,643.0,489.0,,,,,8,592.0,614.0,8,724.0,458.0,0
5,2.0,00:02:03,3696.0,2,3,A,2,挑球,,1.0,2.0,8.0,643.0,489.0,1.0,6,376.0,672.0,,,,,8,645.0,482.0,8,624.0,602.0,0
5,3.0,00:02:04,3729.0,2,3,B,2,長球,,1.0,1.0,6.0,376.0,672.0,1.0,9,674.0,432.0,,,,,8,434.0,667.0,8,592.0,468.0,0
5,4.0,00:02:05,3763.0,2,3,A,2,殺球,1.0,,1.0,9.0,674.0,432.0,2.0,5,840.0,619.0,,,,,8,657.0,439.0,8,600.0,633.0,0
5,5.0,00:02:06,3782.0,2,3,B,3,擋小球,,,2.0,5.0,840.0,619.0,2.0,2,813.0,537.0,掛網,對手掛網,A,,8,753.0,628.0,9,672.0,434.0,0
6,1.0,00:02:22,4265.0,2,4,A,1,發長球,,,2.0,,,,1.0,3,813.0,693.0,,,,,8,602.0,453.0,8,712.0,636.0,0
6,2.0,00:02:24,4327.0,2,4,B,3,切球,,,1.0,3.0,813.0,693.0,2.0,5,439.0,484.0,對手落地致勝,落地致勝,B,,3,789.0,696.0,8,628.0,456.0,0
7,1.0,00:02:38,4740.0,2,5,B,1,發短球,,1.0,2.0,,,,2.0,5,506.0,490.0,,,,,8,639.0,615.0,8,552.0,462.0,0
7,2.0,00:02:38,4763.0,2,5,A,2,挑球,,,2.0,5.0,506.0,490.0,1.0,6,780.0,682.0,,,,,8,527.0,486.0,8,610.0,608.0,0
7,3.0,00:02:39,4795.0,2,5,B,3,長球,,,1.0,6.0,780.0,682.0,2.0,13,539.0,419.0,出界,對手出界,B,,8,710.0,683.0,8,618.0,462.0,0
8,1.0,00:03:28,6241.0,3,5,B,1,發短球,,1.0,2.0,,,,2.0,7,662.0,494.0,,,,,8,595.0,597.0,8,724.0,460.0,0
8,2.0,00:03:29,6264.0,3,5,A,2,放小球,,1.0,2.0,7.0,662.0,494.0,2.0,2,446.0,561.0,,,,,8,640.0,487.0,8,614.0,609.0,0
8,3.0,00:03:29,6290.0,3,5,B,2,挑球,,1.0,2.0,2.0,446.0,561.0,1.0,4,801.0,432.0,,,,,2,458.0,576.0,8,597.0,468.0,0
8,4.0,00:03:31,6324.0,3,5,A,2,長球,1.0,,1.0,4.0,801.0,432.0,1.0,3,820.0,688.0,,,,,8,693.0,441.0,8,624.0,621.0,0
8,5.0,00:03:32,6355.0,3,5,B,2,長球,,,1.0,3.0,820.0,688.0,1.0,4,780.0,427.0,,,,,8,748.0,679.0,8,688.0,446.0,0
8,6.0,00:03:33,6391.0,3,5,A,2,長球,1.0,,1.0,4.0,780.0,427.0,1.0,3,840.0,691.0,,,,,8,748.0,446.0,8,648.0,636.0,0
8,7.0,00:03:34,6427.0,3,5,B,2,殺球,,,1.0,3.0,840.0,691.0,2.0,6,792.0,458.0,,,,,5,770.0,676.0,8,676.0,456.0,0
8,8.0,00:03:34,6441.0,3,5,A,2,擋小球,,1.0,2.0,6.0,792.0,458.0,1.0,7,708.0,564.0,,,,,8,640.0,468.0,8,760.0,672.0,0
8,9.0,00:03:35,6467.0,3,5,B,2,撲球,,,1.0,7.0,708.0,564.0,1.0,8,664.0,448.0,,,,,7,684.0,568.0,8,660.0,448.0,0
8,10.0,00:03:36,6478.0,3,5,A,2,防守回抽,,1.0,1.0,8.0,664.0,448.0,2.0,7,573.0,578.0,,,,,8,612.0,468.0,7,688.0,580.0,0
8,11.0,00:03:36,6487.0,3,5,B,3,放小球,,1.0,2.0,7.0,573.0,578.0,2.0,7,693.0,532.0,掛網,對手掛網,A,,7,684.0,585.0,8,578.0,472.0,0
9,1.0,00:03:50,6911.0,4,5,A,1,發長球,,,2.0,,,,1.0,9,463.0,698.0,,,,,8,652.0,456.0,8,496.0,631.0,0
9,2.0,00:03:52,6977.0,4,5,B,2,切球,,,1.0,9.0,463.0,698.0,2.0,6,801.0,482.0,,,,,9,475.0,686.0,8,595.0,453.0,0
9,3.0,00:03:53,7002.0,4,5,A,2,放小球,,1.0,2.0,6.0,801.0,482.0,2.0,7,734.0,554.0,,,,,8,756.0,468.0,8,564.0,645.0,0
9,4.0,00:03:54,7031.0,4,5,B,2,放小球,,,2.0,7.0,734.0,554.0,2.0,7,736.0,506.0,,,,,7,703.0,576.0,8,688.0,468.0,0
9,5.0,00:03:55,7055.0,4,5,A,2,放小球,,1.0,2.0,7.0,736.0,506.0,2.0,7,758.0,554.0,,,,,7,700.0,504.0,7,698.0,578.0,0
9,6.0,00:03:56,7082.0,4,5,B,3,挑球,,,2.0,7.0,758.0,554.0,2.0,7,724.0,412.0,出界,對手出界,A,,7,710.0,566.0,8,652.0,489.0,0
10,1.0,00:04:09,7481.0,4,6,A,1,發長球,,,2.0,,,,1.0,3,811.0,693.0,,,,,8,602.0,468.0,8,715.0,636.0,0
10,2.0,00:04:11,7545.0,4,6,B,2,長球,,,1.0,3.0,811.0,693.0,1.0,3,482.0,434.0,,,,,3,780.0,698.0,8,624.0,456.0,0
10,3.0,00:04:13,7585.0,4,6,A,2,切球,,,1.0,3.0,482.0,434.0,2.0,1,794.0,556.0,,,,,3,508.0,432.0,8,600.0,626.0,0
10,4.0,00:04:14,7614.0,4,6,B,2,挑球,,,2.0,1.0,794.0,556.0,1.0,4,823.0,427.0,,,,,7,746.0,580.0,8,612.0,446.0,0
10,5.0,00:04:15,7645.0,4,6,A,2,殺球,1.0,,1.0,4.0,823.0,427.0,2.0,5,806.0,614.0,,,,,8,756.0,439.0,8,691.0,604.0,0
10,6.0,00:04:15,7656.0,4,6,B,2,擋小球,,,2.0,5.0,806.0,614.0,1.0,8,616.0,480.0,,,,,8,739.0,633.0,4,784.0,434.0,0
10,7.0,00:04:16,7684.0,4,6,A,3,放小球,,,1.0,8.0,616.0,480.0,2.0,2,780.0,528.0,掛網,對手掛網,B,,8,655.0,482.0,8,667.0,607.0,0
11,1.0,00:04:30,8120.0,4,7,B,1,發短球,,1.0,2.0,,,,2.0,8,511.0,492.0,,,,,8,638.0,607.0,8,559.0,453.0,0
11,2.0,00:04:31,8143.0,4,7,A,2,放小球,,,2.0,8.0,511.0,492.0,2.0,7,580.0,554.0,,,,,8,540.0,487.0,8,619.0,597.0,0
11,3.0,00:04:32,8166.0,4,7,B,2,挑球,,1.0,2.0,7.0,580.0,554.0,1.0,4,768.0,427.0,,,,,7,609.0,566.0,8,595.0,475.0,0
11,4.0,00:04:33,8205.0,4,7,A,2,長球,1.0,,1.0,4.0,768.0,427.0,1.0,8,444.0,679.0,,,,,9,722.0,427.0,8,638.0,604.0,0
11,5.0,00:04:35,8244.0,4,7,B,2,長球,1.0,,1.0,8.0,444.0,679.0,1.0,9,720.0,427.0,,,,,8,523.0,664.0,8,638.0,451.0,0
11,6.0,00:04:36,8276.0,4,7,A,2,長球,1.0,,1.0,9.0,720.0,427.0,1.0,5,830.0,684.0,,,,,8,676.0,448.0,8,566.0,662.0,0
11,7.0,00:04:37,8317.0,4,7,B,2,切球,,,1.0,5.0,830.0,684.0,2.0,2,801.0,496.0,,,,,3,784.0,693.0,8,660.0,451.0,0
11,8.0,00:04:38,8345.0,4,7,A,2,挑球,,1.0,2.0,2.0,801.0,496.0,1.0,6,400.0,667.0,,,,,8,760.0,484.0,8,724.0,643.0,0
11,9.0,00:04:39,8380.0,4,7,B,2,長球,1.0,,1.0,6.0,400.0,667.0,1.0,3,499.0,427.0,,,,,8,549.0,672.0,8,648.0,460.0,0
11,10.0,00:04:41,8426.0,4,7,A,2,切球,,,1.0,3.0,499.0,427.0,2.0,7,496.0,561.0,,,,,9,549.0,422.0,8,585.0,616.0,0
11,11.0,00:04:42,8453.0,4,7,B,2,挑球,,1.0,2.0,7.0,496.0,561.0,1.0,9,744.0,432.0,,,,,7,518.0,588.0,8,597.0,446.0,0
11,12.0,00:04:43,8488.0,4,7,A,2,長球,1.0,,1.0,9.0,744.0,432.0,1.0,5,852.0,679.0,,,,,8,686.0,439.0,8,628.0,612.0,0
11,13.0,00:04:44,8527.0,4,7,B,2,切球,,,1.0,5.0,852.0,679.0,2.0,5,484.0,489.0,,,,,5,768.0,669.0,8,679.0,451.0,0
11,14.0,00:04:45,8551.0,4,7,A,2,放小球,,,2.0,5.0,484.0,489.0,2.0,2,391.0,564.0,,,,,8,544.0,484.0,5,765.0,650.0,0
11,15.0,00:04:46,8585.0,4,7,B,2,挑球,,1.0,2.0,2.0,391.0,564.0,1.0,3,496.0,427.0,,,,,2,424.0,588.0,8,540.0,472.0,0
11,16.0,00:04:47,8619.0,4,7,A,2,殺球,,,1.0,3.0,496.0,427.0,2.0,7,741.0,590.0,,,,,9,566.0,427.0,8,554.0,612.0,0
11,17.0,00:04:48,8638.0,4,7,B,2,擋小球,,,2.0,7.0,741.0,590.0,2.0,6,849.0,492.0,,,,,8,621.0,631.0,8,552.0,439.0,0
11,18.0,00:04:49,8669.0,4,7,A,3,放小球,,1.0,2.0,6.0,849.0,492.0,2.0,6,876.0,516.0,未過網,對手未過網,B,,6,787.0,484.0,8,739.0,616.0,0
12,1.0,00:05:07,9220.0,5,7,B,1,發短球,,1.0,2.0,,,,2.0,2,816.0,494.0,,,,,8,592.0,604.0,8,722.0,456.0,0
12,2.0,00:05:08,9245.0,5,7,A,2,推球,,1.0,2.0,2.0,816.0,494.0,2.0,3,830.0,688.0,,,,,8,744.0,492.0,8,612.0,619.0,0
12,3.0,00:05:09,9278.0,5,7,B,2,過度切球,,,2.0,3.0,830.0,688.0,1.0,8,758.0,489.0,,,,,9,753.0,691.0,8,684.0,468.0,0
12,4.0,00:05:10,9300.0,5,7,A,2,勾球,,1.0,1.0,8.0,758.0,489.0,2.0,7,482.0,561.0,,,,,7,712.0,494.0,8,691.0,643.0,0
12,5.0,00:05:11,9324.0,5,7,B,2,挑球,,1.0,2.0,7.0,482.0,561.0,1.0,4,765.0,424.0,,,,,7,525.0,588.0,8,648.0,470.0,0
12,6.0,00:05:12,9358.0,5,7,A,2,長球,1.0,,1.0,4.0,765.0,424.0,1.0,3,808.0,693.0,,,,,8,712.0,441.0,8,628.0,616.0,0
12,7.0,00:05:13,9391.0,5,7,B,3,點扣,,,1.0,3.0,808.0,693.0,2.0,1,408.0,453.0,出界,對手出界,A,,8,739.0,664.0,8,684.0,453.0,0
13,1.0,00:05:38,10152.0,5,8,A,1,發長球,,,2.0,,,,1.0,9,480.0,686.0,,,,,8,612.0,472.0,8,494.0,628.0,0
13,2.0,00:05:40,10216.0,5,8,B,2,殺球,1.0,,1.0,9.0,480.0,686.0,2.0,1,434.0,453.0,,,,,8,492.0,679.0,8,590.0,463.0,0
13,3.0,00:05:41,10233.0,5,8,A,2,擋小球,,,2.0,1.0,434.0,453.0,2.0,2,396.0,566.0,,,,,5,516.0,460.0,8,537.0,650.0,0
13,4.0,00:05:42,10261.0,5,8,B,2,放小球,,1.0,2.0,2.0,396.0,566.0,2.0,1,444.0,499.0,,,,,2,439.0,576.0,8,580.0,451.0,0
13,5.0,00:05:43,10291.0,5,8,A,2,挑球,,,2.0,1.0,444.0,499.0,1.0,4,420.0,698.0,,,,,5,504.0,489.0,7,508.0,585.0,0
13,6.0,00:05:44,10334.0,5,8,B,2,切球,1.0,,1.0,4.0,420.0,698.0,2.0,8,710.0,492.0,,,,,8,451.0,674.0,8,583.0,463.0,0
13,7.0,00:05:45,10358.0,5,8,A,2,勾球,,1.0,2.0,8.0,710.0,492.0,2.0,2,446.0,564.0,,,,,8,667.0,477.0,8,520.0,655.0,0
13,8.0,00:05:46,10394.0,5,8,B,2,放小球,,1.0,2.0,2.0,446.0,564.0,2.0,1,436.0,504.0,,,,,7,487.0,576.0,8,585.0,475.0,0
13,9.0,00:05:47,10421.0,5,8,A,2,挑球,,,2.0,1.0,436.0,504.0,1.0,5,775.0,672.0,,,,,1,472.0,494.0,7,520.0,576.0,0
13,10.0,00:05:49,10466.0,5,8,B,2,殺球,,,1.0,5.0,775.0,672.0,1.0,8,760.0,458.0,,,,,8,684.0,679.0,8,624.0,453.0,0
13,11.0,00:05:49,10476.0,5,8,A,2,擋小球,,1.0,1.0,8.0,760.0,458.0,2.0,1,784.0,571.0,,,,,8,616.0,463.0,3,784.0,691.0,0
13,12.0,00:05:50,10506.0,5,8,B,2,推球,,,2.0,1.0,784.0,571.0,1.0,5,508.0,448.0,,,,,7,732.0,590.0,8,633.0,453.0,0
13,13.0,00:05:51,10526.0,5,8,A,2,點扣,,,1.0,5.0,508.0,448.0,1.0,6,367.0,604.0,,,,,8,609.0,460.0,8,631.0,597.0,0
13,14.0,00:05:51,10540.0,5,8,B,2,長球,,1.0,1.0,6.0,367.0,604.0,1.0,6,789.0,441.0,,,,,8,549.0,614.0,8,528.0,448.0,0
13,15.0,00:05:53,10585.0,5,8,A,2,過度切球,,1.0,1.0,6.0,789.0,441.0,2.0,7,477.0,571.0,,,,,9,763.0,432.0,8,612.0,621.0,0
13,16.0,00:05:53,10609.0,5,8,B,2,勾球,,1.0,2.0,7.0,477.0,571.0,2.0,2,770.0,499.0,,,,,7,504.0,590.0,8,688.0,446.0,0
13,17.0,00:05:54,10638.0,5,8,A,2,挑球,,1.0,2.0,2.0,770.0,499.0,1.0,8,693.0,648.0,,,,,8,724.0,489.0,8,624.0,597.0,0
13,18.0,00:05:56,10676.0,5,8,B,3,殺球,,,1.0,8.0,693.0,648.0,2.0,6,842.0,456.0,對手落地致勝,落地致勝,B,,8,667.0,662.0,8,640.0,470.0,0
14,1.0,00:06:22,11452.0,6,8,B,1,發短球,,1.0,2.0,,,,2.0,8,528.0,487.0,,,,,8,638.0,597.0,8,564.0,456.0,0
14,2.0,00:06:22,11473.0,6,8,A,2,挑球,,,2.0,8.0,528.0,487.0,1.0,6,386.0,667.0,,,,,8,544.0,489.0,7,616.0,590.0,0
14,3.0,00:06:23,11505.0,6,8,B,2,長球,1.0,,1.0,6.0,386.0,667.0,1.0,9,736.0,429.0,,,,,8,504.0,676.0,8,583.0,468.0,0
14,4.0,00:06:25,11540.0,6,8,A,3,殺球,1.0,,1.0,9.0,736.0,429.0,2.0,5,854.0,657.0,對手落地致勝,落地致勝,A,,9,708.0,429.0,8,576.0,643.0,0
15,1.0,00:06:40,12013.0,7,8,A,1,發長球,,,2.0,,,,1.0,3,765.0,696.0,,,,,8,602.0,465.0,8,715.0,633.0,0
15,2.0,00:06:43,12079.0,7,8,B,2,切球,,,1.0,3.0,765.0,696.0,2.0,6,808.0,482.0,,,,,9,751.0,698.0,8,616.0,448.0,0
15,3.0,00:06:43,12104.0,7,8,A,2,推球,,1.0,2.0,6.0,808.0,482.0,1.0,5,830.0,650.0,,,,,8,763.0,472.0,8,672.0,626.0,0
15,4.0,00:06:44,12130.0,7,8,B,2,過度切球,,,1.0,5.0,830.0,650.0,2.0,2,828.0,499.0,,,,,8,715.0,655.0,8,686.0,470.0,0
15,5.0,00:06:45,12159.0,7,8,A,2,放小球,,1.0,2.0,2.0,828.0,499.0,2.0,1,801.0,547.0,,,,,6,796.0,489.0,8,657.0,619.0,0
15,6.0,00:06:46,12189.0,7,8,B,2,挑球,,,2.0,1.0,801.0,547.0,1.0,4,784.0,432.0,,,,,1,780.0,556.0,8,710.0,484.0,0
15,7.0,00:06:48,12241.0,7,8,A,2,切球,1.0,,1.0,4.0,784.0,432.0,2.0,2,415.0,576.0,,,,,4,768.0,427.0,8,657.0,619.0,0
15,8.0,00:06:49,12267.0,7,8,B,2,放小球,,1.0,2.0,2.0,415.0,576.0,2.0,1,432.0,501.0,,,,,6,460.0,592.0,9,717.0,427.0,0
15,9.0,00:06:50,12296.0,7,8,A,2,放小球,,,2.0,1.0,432.0,501.0,2.0,2,422.0,549.0,,,,,1,499.0,499.0,7,504.0,590.0,0
15,10.0,00:06:51,12324.0,7,8,B,2,挑球,,1.0,2.0,2.0,422.0,549.0,1.0,9,746.0,432.0,,,,,2,458.0,571.0,8,554.0,480.0,0
15,11.0,00:06:52,12366.0,7,8,A,2,長球,1.0,,1.0,9.0,746.0,432.0,1.0,5,813.0,672.0,,,,,9,672.0,424.0,8,612.0,607.0,0
15,12.0,00:06:53,12398.0,7,8,B,3,點扣,,,1.0,5.0,813.0,672.0,2.0,2,859.0,448.0,出界,對手出界,A,,8,739.0,669.0,8,667.0,444.0,0
16,1.0,00:07:12,12960.0,8,8,A,1,發長球,,,2.0,,,,1.0,4,367.0,705.0,,,,,8,652.0,460.0,8,494.0,633.0,0
16,2.0,00:07:14,13025.0,8,8,B,2,長球,1.0,,1.0,4.0,367.0,705.0,1.0,3,506.0,432.0,,,,,4,381.0,700.0,8,585.0,460.0,0
16,3.0,00:07:15,13056.0,8,8,A,2,殺球,,,1.0,3.0,506.0,432.0,2.0,6,388.0,626.0,,,,,9,554.0,429.0,8,552.0,628.0,0
16,4.0,00:07:16,13069.0,8,8,B,2,防守回抽,,1.0,2.0,6.0,388.0,626.0,1.0,8,710.0,453.0,,,,,8,578.0,650.0,5,516.0,439.0,0
16,5.0,00:07:16,13092.0,8,8,A,2,長球,,1.0,1.0,8.0,710.0,453.0,1.0,9,602.0,691.0,,,,,8,607.0,460.0,8,580.0,628.0,0
16,6.0,00:07:18,13139.0,8,8,B,2,殺球,,,1.0,9.0,602.0,691.0,2.0,8,626.0,460.0,,,,,8,609.0,676.0,8,612.0,448.0,0
16,7.0,00:07:18,13153.0,8,8,A,2,擋小球,,1.0,2.0,8.0,626.0,460.0,2.0,2,398.0,590.0,,,,,8,590.0,456.0,8,631.0,669.0,0
16,8.0,00:07:19,13179.0,8,8,B,2,放小球,,1.0,2.0,2.0,398.0,590.0,2.0,5,453.0,489.0,,,,,8,475.0,592.0,8,583.0,456.0,0
16,9.0,00:07:20,13206.0,8,8,A,2,挑球,,,2.0,5.0,453.0,489.0,1.0,6,369.0,681.0,,,,,5,501.0,484.0,7,523.0,585.0,0
16,10.0,00:07:22,13254.0,8,8,B,2,長球,1.0,,1.0,6.0,369.0,681.0,1.0,3,451.0,434.0,,,,,8,441.0,679.0,8,588.0,463.0,0
16,11.0,00:07:24,13307.0,8,8,A,2,切球,,,1.0,3.0,451.0,434.0,2.0,2,396.0,571.0,,,,,5,463.0,439.0,8,561.0,609.0,0
16,12.0,00:07:24,13335.0,8,8,B,2,推球,,1.0,2.0,2.0,396.0,571.0,1.0,5,463.0,439.0,,,,,2,432.0,588.0,8,580.0,448.0,0
16,13.0,00:07:25,13358.0,8,8,A,2,殺球,,,1.0,5.0,463.0,439.0,2.0,7,700.0,590.0,,,,,8,568.0,446.0,8,511.0,604.0,0
16,14.0,00:07:26,13374.0,8,8,B,3,防守回抽,,,2.0,7.0,700.0,590.0,2.0,2,861.0,427.0,出界,對手出界,A,,8,607.0,633.0,5,482.0,446.0,0
17,1.0,00:07:46,13979.0,9,8,A,1,發長球,,,2.0,,,,1.0,9,717.0,698.0,,,,,8,604.0,460.0,8,717.0,633.0,0
